fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,total SO2,density,pH,sulphates,alcohol,quality
7.3,0.28,0.36,12.7,0.04,140.0,0.998,3.3,0.79,10.0,6
6.8,0.27,0.24,4.6,0.098,127.0,0.99412,3.15,0.49,10.0,6
7.7,0.28,0.35,15.3,0.056,117.0,0.9998,3.27,0.5,10.0,5
6.7,0.37,0.41,6.3,0.061,149.0,0.9953,3.16,0.47,10.0,6
6.7,0.31,0.42,6.4,0.057,148.0,0.9955,3.16,0.45,10.0,5
6.7,0.5,0.36,11.5,0.096,92.0,0.99642,3.11,0.49,10.0,5
6.7,0.19,0.23,6.2,0.047,117.0,0.9945,3.34,0.43,10.0,6
7.1,0.17,0.38,7.4,0.052,182.0,0.9958,3.35,0.52,10.0,6
6.8,0.26,0.29,16.95,0.056,179.0,0.9998,3.45,0.4,10.0,5
8.4,0.27,0.46,8.7,0.048,197.0,0.9974,3.14,0.59,10.0,6
6.9,0.24,0.33,12.5,0.046,153.0,0.9983,3.28,0.77,10.0,6
7.1,0.145,0.33,4.6,0.05,131.0,0.9942,3.28,0.4,10.0,6
6.9,0.23,0.24,14.2,0.053,94.0,0.9982,3.17,0.5,10.0,5
6.2,0.37,0.22,8.3,0.025,216.0,0.9964,3.33,0.6,10.0,6
6.6,0.34,0.4,8.1,0.046,170.0,0.99494,3.15,0.5,10.0,6
6.5,0.23,0.2,7.5,0.05,179.0,0.99504,3.18,0.48,10.0,5
6.6,0.34,0.4,8.1,0.046,170.0,0.99494,3.15,0.5,10.0,6
6.6,0.34,0.4,8.1,0.046,170.0,0.99494,3.15,0.5,10.0,6
7.0,0.44,0.24,12.1,0.056,210.0,0.99718,3.05,0.5,10.0,5
5.6,0.185,0.19,7.1,0.048,110.0,0.99438,3.26,0.41,10.0,6
6.4,0.36,0.2,5.7,0.118,172.0,0.9946,3.24,0.43,10.0,6
7.1,0.21,0.27,8.6,0.056,111.0,0.9956,2.95,0.52,10.0,5
7.7,0.23,0.31,10.7,0.038,186.0,0.9969,3.12,0.55,10.0,6
5.6,0.185,0.19,7.1,0.048,110.0,0.99438,3.26,0.41,10.0,6
7.2,0.34,0.23,8.9,0.105,155.0,0.99692,3.01,0.58,10.0,5
7.0,0.24,0.51,11.0,0.029,227.0,0.9965,3.03,0.61,10.0,5
5.9,0.25,0.19,12.4,0.047,162.0,0.9973,3.35,0.38,10.0,5
6.5,0.19,0.26,5.2,0.04,140.0,0.995,3.26,0.68,10.0,6
6.1,0.25,0.24,12.1,0.046,172.0,0.998,3.35,0.45,10.0,5
5.9,0.26,0.21,12.5,0.034,152.0,0.9972,3.28,0.43,10.0,6
7.5,0.31,0.51,14.8,0.039,204.0,0.9982,3.06,0.6,10.0,5
7.2,0.28,0.54,16.7,0.045,200.0,0.999,3.08,0.49,10.0,6
6.6,0.23,0.27,5.6,0.043,164.0,0.9953,3.27,0.76,10.0,5
6.2,0.25,0.48,10.0,0.044,240.0,0.99655,3.25,0.47,10.0,6
7.5,0.31,0.51,14.8,0.039,204.0,0.9982,3.06,0.6,10.0,5
6.3,0.34,0.28,14.7,0.047,198.0,0.9977,3.23,0.46,10.0,5
5.8,0.25,0.24,13.3,0.044,137.0,0.9972,3.34,0.42,10.0,5
7.7,0.23,0.31,10.7,0.038,186.0,0.9969,3.12,0.55,10.0,6
6.4,0.37,0.2,5.6,0.117,183.0,0.99459,3.24,0.43,10.0,5
6.2,0.3,0.26,13.4,0.046,206.0,0.99775,3.17,0.43,10.0,6
6.7,0.26,0.49,8.1,0.052,197.0,0.99558,3.19,0.48,10.0,5
6.4,0.38,0.2,5.3,0.117,181.0,0.99459,3.24,0.43,10.0,6
7.0,0.44,0.24,12.1,0.056,210.0,0.99718,3.05,0.5,10.0,5
7.0,0.44,0.24,12.1,0.056,210.0,0.99718,3.05,0.5,10.0,5
6.6,0.25,0.42,11.3,0.049,231.0,0.9966,3.24,0.52,10.0,6
6.0,0.29,0.2,12.6,0.045,187.0,0.9972,3.33,0.42,10.0,5
6.6,0.3,0.45,8.0,0.038,200.0,0.9956,3.18,0.48,10.0,5
6.6,0.22,0.28,4.9,0.042,180.0,0.9952,3.3,0.75,10.0,6
7.2,0.24,0.19,7.7,0.045,176.0,0.9958,3.17,0.38,10.0,5
6.4,0.26,0.21,8.2,0.05,182.0,0.99542,3.23,0.48,10.0,5
6.1,0.28,0.25,17.75,0.044,161.0,0.9993,3.34,0.48,10.0,5
6.9,0.44,0.42,8.5,0.048,147.0,0.9974,3.32,0.46,10.0,6
6.9,0.44,0.42,8.5,0.048,147.0,0.9974,3.32,0.46,10.0,6
7.0,0.23,0.33,5.8,0.04,136.0,0.995,3.19,0.58,10.0,6
6.9,0.22,0.37,15.0,0.053,178.0,0.9992,3.37,0.82,10.0,7
6.4,0.26,0.21,8.2,0.05,182.0,0.99542,3.23,0.48,10.0,5
7.1,0.31,0.25,11.2,0.048,136.0,0.99663,3.14,0.4,10.0,5
6.4,0.24,0.28,11.5,0.05,163.0,0.9969,3.31,0.45,10.0,5
8.4,0.2,0.31,2.8,0.054,89.0,0.99416,2.96,0.45,10.0,6
6.8,0.28,0.44,11.5,0.04,223.0,0.9969,3.22,0.56,10.0,5
6.6,0.22,0.28,4.9,0.042,180.0,0.9952,3.3,0.75,10.0,6
5.9,0.24,0.26,12.3,0.053,134.0,0.9972,3.34,0.45,10.0,6
6.5,0.31,0.14,7.5,0.044,133.0,0.9955,3.22,0.5,10.0,5
7.1,0.2,0.36,11.6,0.042,124.0,0.997,2.92,0.59,10.0,7
6.4,0.35,0.21,2.1,0.051,171.0,0.9932,3.16,0.5,10.0,5
6.3,0.3,0.19,7.7,0.049,184.0,0.99514,3.22,0.48,10.0,5
7.1,0.31,0.25,11.2,0.048,136.0,0.99663,3.14,0.4,10.0,5
6.4,0.24,0.29,11.4,0.051,166.0,0.9968,3.31,0.45,10.0,5
7.1,0.2,0.36,11.6,0.042,124.0,0.997,2.92,0.59,10.0,7
6.4,0.27,0.45,8.3,0.05,196.0,0.9955,3.18,0.48,10.0,5
6.4,0.24,0.26,8.2,0.054,182.0,0.99538,3.12,0.5,10.0,5
6.3,0.27,0.46,11.75,0.037,212.0,0.9971,3.25,0.53,10.0,6
7.1,0.21,0.27,8.6,0.056,111.0,0.9956,2.95,0.52,10.0,5
6.3,0.3,0.24,6.6,0.04,141.0,0.995,3.22,0.47,10.0,5
6.7,0.25,0.33,2.9,0.057,173.0,0.9934,3.02,0.48,10.0,7
6.4,0.26,0.35,7.7,0.056,191.0,0.99527,3.16,0.5,10.0,5
6.2,0.22,0.3,12.4,0.054,152.0,0.99728,3.1,0.47,10.0,6
6.8,0.25,0.24,4.55,0.053,211.0,0.9955,3.37,0.67,10.0,6
6.7,0.24,0.33,12.3,0.046,145.0,0.9983,3.36,0.4,10.0,5
6.5,0.26,0.32,16.5,0.045,166.0,1.0,3.38,0.46,10.0,6
7.5,0.18,0.31,11.7,0.051,94.0,0.997,3.19,0.44,10.0,7
6.3,0.3,0.28,5.0,0.042,168.0,0.99505,3.22,0.69,10.0,6
6.2,0.22,0.3,12.4,0.054,152.0,0.99728,3.1,0.47,10.0,6
6.5,0.29,0.52,7.9,0.049,192.0,0.99551,3.16,0.51,10.0,6
5.4,0.185,0.19,7.1,0.048,110.0,0.99438,3.26,0.41,10.0,6
7.0,0.44,0.24,12.1,0.056,210.0,0.99718,3.05,0.5,10.0,5
6.5,0.29,0.52,7.9,0.049,192.0,0.99551,3.16,0.51,10.0,6
6.7,0.24,0.33,12.3,0.046,145.0,0.9983,3.36,0.4,10.0,5
7.2,0.29,0.2,7.7,0.046,174.0,0.99582,3.16,0.52,10.0,5
5.9,0.21,0.24,12.1,0.044,165.0,0.9969,3.25,0.39,10.0,5
5.8,0.25,0.28,11.1,0.056,175.0,0.99755,3.42,0.43,10.0,5
6.4,0.34,0.44,8.2,0.043,201.0,0.99551,3.18,0.48,10.0,5
6.6,0.27,0.52,8.1,0.044,202.0,0.99548,3.18,0.48,10.0,5
6.6,0.26,0.52,8.2,0.047,191.0,0.99541,3.16,0.47,10.0,6
6.9,0.22,0.37,15.0,0.053,178.0,0.9992,3.37,0.82,10.0,7
6.4,0.27,0.45,8.3,0.05,196.0,0.9955,3.18,0.48,10.0,5
6.5,0.26,0.5,8.0,0.051,197.0,0.99536,3.18,0.47,10.0,5
5.9,0.25,0.25,11.3,0.052,165.0,0.997,3.24,0.44,10.0,6
6.4,0.24,0.26,8.2,0.054,182.0,0.99538,3.12,0.5,10.0,5
6.4,0.24,0.26,8.2,0.054,182.0,0.99538,3.12,0.5,10.0,5
8.0,0.36,0.43,10.1,0.053,146.0,0.9982,3.4,0.46,10.0,6
6.3,0.26,0.42,7.1,0.045,209.0,0.99544,3.2,0.53,10.0,6
6.1,0.255,0.44,12.3,0.045,197.0,0.9967,3.24,0.54,10.0,6
8.7,0.34,0.46,13.8,0.055,198.0,0.9988,3.36,0.37,10.0,6
7.0,0.23,0.26,7.2,0.041,90.0,0.99509,3.22,0.55,10.0,6
6.9,0.38,0.29,13.65,0.048,189.0,0.99784,3.0,0.6,10.0,6
6.9,0.36,0.28,13.55,0.048,189.0,0.99782,3.0,0.6,10.0,7
7.6,0.17,0.27,4.6,0.05,98.0,0.99422,3.08,0.47,10.0,6
7.6,0.17,0.27,4.6,0.05,98.0,0.99422,3.08,0.47,10.0,6
6.9,0.38,0.29,13.65,0.048,189.0,0.99784,3.0,0.6,10.0,6
6.9,0.38,0.29,13.65,0.048,189.0,0.99784,3.0,0.6,10.0,6
6.9,0.38,0.29,13.65,0.048,189.0,0.99784,3.0,0.6,10.0,6
7.0,0.23,0.26,7.2,0.041,90.0,0.99509,3.22,0.55,10.0,6
7.9,0.46,0.4,10.1,0.168,184.0,0.99782,3.06,0.62,10.0,5
6.1,0.37,0.2,7.6,0.031,170.0,0.99558,3.22,0.48,10.0,5
8.3,0.25,0.33,2.5,0.053,72.0,0.99404,2.89,0.48,10.0,5
7.7,0.43,0.37,10.0,0.169,210.0,0.99776,3.02,0.64,10.0,5
6.3,0.27,0.37,7.9,0.047,215.0,0.99542,3.19,0.48,10.0,6
7.9,0.16,0.3,7.4,0.05,152.0,0.99612,3.12,0.37,10.0,6
6.7,0.25,0.23,7.2,0.038,220.0,0.9952,3.14,0.35,10.0,5
6.8,0.27,0.35,7.8,0.048,197.0,0.9959,3.24,0.43,10.0,6
8.2,0.18,0.31,11.8,0.039,249.0,0.9976,3.07,0.52,10.0,6
6.7,0.25,0.34,12.85,0.048,161.0,0.9986,3.44,0.47,10.0,6
6.0,0.2,0.24,5.3,0.075,201.0,0.99466,3.21,0.43,10.0,5
6.1,0.33,0.32,7.8,0.052,183.0,0.99657,3.39,0.65,10.0,5
6.1,0.33,0.32,7.8,0.052,183.0,0.99657,3.39,0.65,10.0,5
6.7,0.24,0.35,13.1,0.05,205.0,0.997,3.15,0.5,10.0,5
7.2,0.26,0.4,6.3,0.047,172.0,0.99573,3.18,0.53,10.0,6
6.3,0.27,0.37,7.9,0.047,215.0,0.99542,3.19,0.48,10.0,6
6.2,0.26,0.37,7.1,0.047,201.0,0.99523,3.19,0.48,10.0,6
8.2,0.26,0.33,2.6,0.053,71.0,0.99402,2.89,0.49,10.0,5
7.4,0.24,0.29,10.1,0.05,105.0,0.9962,3.13,0.35,10.0,5
6.3,0.28,0.47,11.2,0.04,183.0,0.99592,3.12,0.51,10.0,6
8.2,0.27,0.39,7.8,0.039,208.0,0.9976,3.31,0.51,10.0,6
6.6,0.23,0.18,8.5,0.044,188.0,0.99558,3.16,0.49,10.0,5
6.1,0.17,0.42,15.1,0.033,124.0,0.99684,2.87,0.47,10.0,5
6.3,0.23,0.49,7.1,0.05,210.0,0.9951,3.23,0.34,10.0,5
6.8,0.3,0.23,4.6,0.061,238.5,0.9958,3.32,0.6,10.0,5
6.1,0.17,0.42,15.1,0.033,124.0,0.99684,2.87,0.47,10.0,5
7.6,0.15,0.35,4.3,0.051,98.0,0.99422,3.1,0.44,10.0,6
7.0,0.29,0.54,10.7,0.046,234.0,0.9966,3.05,0.61,10.0,5
6.8,0.27,0.37,8.2,0.055,192.0,0.99586,3.11,0.52,10.0,6
5.8,0.19,0.49,4.9,0.04,118.0,0.9935,3.34,0.38,10.0,7
6.7,0.41,0.01,2.8,0.048,137.0,0.9942,3.24,0.35,10.0,5
6.8,0.24,0.38,8.3,0.045,185.0,0.99578,3.15,0.5,10.0,6
6.1,0.24,0.27,9.8,0.062,152.0,0.9966,3.31,0.47,10.0,6
6.6,0.28,0.09,10.9,0.051,131.0,0.99566,2.93,0.62,10.0,6
8.4,0.19,0.43,2.1,0.052,104.0,0.994,2.85,0.46,10.0,5
7.6,0.17,0.36,4.5,0.042,102.0,0.99427,3.09,0.47,10.0,5
8.3,0.21,0.41,2.2,0.05,108.0,0.994,2.85,0.45,10.0,5
7.3,0.22,0.3,8.2,0.047,207.0,0.9966,3.33,0.46,10.0,6
8.0,0.22,0.32,10.4,0.043,201.0,0.997,3.11,0.53,10.0,6
7.1,0.33,0.18,6.3,0.094,166.0,0.99474,2.9,0.49,10.0,5
6.8,0.26,0.43,11.75,0.045,198.0,0.9969,3.26,0.55,10.0,5
7.9,0.16,0.3,7.4,0.05,152.0,0.99612,3.12,0.37,10.0,6
7.4,0.24,0.29,10.1,0.05,105.0,0.9962,3.13,0.35,10.0,5
6.5,0.29,0.42,10.6,0.042,202.0,0.99674,3.24,0.53,10.0,6
6.3,0.25,0.44,11.6,0.041,195.0,0.9968,3.18,0.52,10.0,5
7.4,0.33,0.26,15.6,0.049,210.0,0.99907,3.06,0.68,10.0,5
7.4,0.33,0.26,15.6,0.049,210.0,0.99907,3.06,0.68,10.0,5
7.3,0.51,0.29,11.3,0.034,224.0,0.99683,3.14,0.56,10.0,6
5.9,0.28,0.14,8.6,0.032,142.0,0.99542,3.28,0.44,10.0,6
7.0,0.15,0.3,13.3,0.049,120.0,0.99704,3.2,0.36,10.0,7
6.7,0.26,0.26,4.1,0.073,202.0,0.9956,3.3,0.67,10.0,5
6.7,0.26,0.26,4.0,0.079,216.0,0.9956,3.31,0.68,10.0,5
6.2,0.25,0.47,11.6,0.048,210.0,0.9968,3.19,0.5,10.0,5
6.8,0.35,0.44,6.5,0.056,161.0,0.9952,3.14,0.44,10.0,5
7.9,0.26,0.33,10.3,0.039,212.0,0.9969,2.93,0.49,10.0,6
8.0,0.23,0.35,9.2,0.044,186.0,0.997,3.09,0.56,10.0,7
6.8,0.33,0.44,7.0,0.05,155.0,0.9955,3.14,0.42,10.0,5
7.9,0.26,0.33,10.3,0.039,212.0,0.9969,2.93,0.49,10.0,6
7.0,0.34,0.39,6.9,0.066,162.0,0.99561,3.11,0.53,10.0,5
7.4,0.33,0.26,15.6,0.049,210.0,0.99907,3.06,0.68,10.0,5
7.4,0.33,0.26,15.6,0.049,210.0,0.99907,3.06,0.68,10.0,5
5.9,0.28,0.14,8.6,0.032,142.0,0.99542,3.28,0.44,10.0,6
7.4,0.33,0.26,15.6,0.049,210.0,0.99907,3.06,0.68,10.0,5
8.0,0.23,0.28,2.7,0.048,165.0,0.9952,3.26,0.72,10.0,6
6.6,0.38,0.29,2.4,0.136,93.0,0.99336,3.18,0.6,10.0,5
6.3,0.26,0.42,7.1,0.045,209.0,0.99544,3.2,0.53,10.0,6
6.7,0.3,0.45,10.6,0.032,212.0,0.997,3.22,0.59,10.0,6
6.6,0.28,0.3,7.8,0.049,202.0,0.9958,3.24,0.39,10.0,5
7.2,0.21,0.36,15.7,0.045,183.0,0.99922,3.25,0.76,9.0,5
6.9,0.25,0.47,8.4,0.042,156.0,0.99604,3.15,0.55,9.0,6
6.9,0.43,0.28,9.4,0.056,183.0,0.99594,3.17,0.43,9.0,5
6.3,0.33,0.42,17.2,0.037,170.0,0.99884,3.26,0.57,9.0,6
5.8,0.26,0.24,9.2,0.044,152.0,0.9961,3.31,0.38,9.0,5
6.5,0.3,0.39,7.8,0.038,219.0,0.9959,3.19,0.5,9.0,5
5.7,0.28,0.24,17.5,0.044,167.0,0.9989,3.31,0.44,9.0,5
7.0,0.46,0.2,16.7,0.046,184.0,0.99898,3.08,0.56,9.0,5
6.4,0.18,0.32,9.6,0.052,90.0,0.9963,3.35,0.49,9.0,6
6.2,0.33,0.41,16.8,0.037,173.0,0.99882,3.25,0.57,9.0,6
6.1,0.27,0.3,16.7,0.039,172.0,0.99985,3.4,0.45,9.0,5
6.6,0.36,0.52,11.3,0.046,110.0,0.9966,3.07,0.46,9.0,5
6.2,0.33,0.14,4.8,0.052,128.0,0.99475,3.21,0.48,9.0,5
5.9,0.26,0.27,18.2,0.048,168.0,0.9993,3.35,0.44,9.0,5
7.2,0.21,0.36,15.7,0.045,183.0,0.99922,3.25,0.76,9.0,5
6.3,0.33,0.42,17.2,0.037,170.0,0.99884,3.26,0.57,9.0,6
6.8,0.32,0.21,2.2,0.044,68.0,0.9932,3.17,0.39,9.0,6
6.6,0.35,0.35,6.0,0.063,150.0,0.99537,3.1,0.47,9.0,6
7.0,0.14,0.49,5.9,0.053,118.0,0.9954,3.36,0.36,9.0,6
7.3,0.22,0.37,15.5,0.048,203.0,0.99899,3.25,0.77,9.0,5
5.8,0.26,0.24,9.2,0.044,152.0,0.9961,3.31,0.38,9.0,5
7.0,0.12,0.19,4.9,0.055,127.0,0.9953,3.29,0.41,9.0,5
6.6,0.36,0.52,10.1,0.05,140.0,0.99628,3.07,0.4,9.0,5
7.0,0.29,0.49,3.8,0.047,136.0,0.9938,2.95,0.4,9.0,6
7.0,0.29,0.49,3.8,0.047,136.0,0.9938,2.95,0.4,9.0,6
7.4,0.31,0.48,14.2,0.042,204.0,0.9983,3.06,0.59,9.0,5
6.9,0.43,0.28,9.4,0.056,183.0,0.99594,3.17,0.43,9.0,5
5.5,0.16,0.22,4.5,0.03,102.0,0.9938,3.24,0.36,9.0,6
5.9,0.29,0.16,7.9,0.044,197.0,0.99512,3.21,0.36,9.0,5
6.5,0.27,0.4,10.0,0.039,227.0,0.99582,3.18,0.5,9.0,5
6.6,0.24,0.22,12.3,0.051,146.0,0.99676,3.1,0.67,9.0,5
5.9,0.26,0.25,12.5,0.034,152.0,0.9977,3.33,0.43,9.0,5
6.9,0.42,0.2,15.4,0.043,201.0,0.99848,3.08,0.54,9.0,5
6.4,0.29,0.3,6.5,0.209,156.0,0.99478,3.1,0.4,9.0,5
5.9,0.29,0.16,7.9,0.044,197.0,0.99512,3.21,0.36,9.0,5
6.3,0.28,0.3,6.6,0.208,154.0,0.99478,3.1,0.4,9.0,6
6.4,0.27,0.17,8.4,0.044,198.0,0.99578,3.21,0.47,9.0,5
7.0,0.14,0.32,9.0,0.039,141.0,0.9956,3.22,0.43,9.0,6
6.7,0.2,0.42,14.0,0.038,160.0,0.9987,3.16,0.5,9.0,6
6.8,0.32,0.21,2.2,0.044,68.0,0.9932,3.17,0.39,9.0,6
6.2,0.33,0.14,4.8,0.052,128.0,0.99475,3.21,0.48,9.0,5
6.4,0.28,0.17,8.3,0.042,195.0,0.99577,3.22,0.46,9.0,5
7.5,0.33,0.38,8.7,0.126,199.0,0.99711,2.98,0.57,9.0,5
6.6,0.24,0.22,12.3,0.051,146.0,0.99676,3.1,0.67,9.0,5
7.1,0.18,0.32,12.2,0.048,125.0,0.9967,2.92,0.54,9.0,6
6.0,0.22,0.25,11.1,0.056,177.0,0.9961,3.08,0.36,9.0,6
6.4,0.18,0.32,9.6,0.052,90.0,0.9963,3.35,0.49,9.0,6
7.5,0.33,0.38,8.7,0.126,199.0,0.99711,2.98,0.57,9.0,5
6.3,0.27,0.46,11.1,0.053,177.0,0.99691,3.18,0.67,9.0,5
7.1,0.46,0.23,13.7,0.045,192.0,0.9981,3.11,0.53,9.0,5
5.7,0.29,0.16,7.9,0.044,197.0,0.99512,3.21,0.36,9.0,5
6.5,0.35,0.31,10.2,0.069,170.0,0.99692,3.18,0.49,9.0,5
6.2,0.28,0.51,7.9,0.056,206.0,0.9956,3.18,0.52,9.0,5
7.0,0.21,0.34,8.0,0.057,101.0,0.9954,2.99,0.59,9.0,5
6.2,0.26,0.32,15.3,0.031,185.0,0.99835,3.31,0.61,9.0,5
7.6,0.48,0.31,9.4,0.046,194.0,0.99714,3.07,0.61,9.0,5
6.6,0.22,0.53,15.1,0.052,136.0,0.9986,2.94,0.35,9.0,5
6.2,0.3,0.49,11.2,0.058,215.0,0.99656,3.19,0.6,9.0,6
7.6,0.38,0.2,3.4,0.046,116.0,0.9944,3.15,0.41,9.0,5
6.9,0.25,0.3,4.1,0.054,116.0,0.994,2.99,0.38,9.0,6
6.8,0.24,0.37,7.45,0.043,188.0,0.99579,3.2,0.5,9.0,6
7.0,0.27,0.48,6.1,0.042,184.0,0.99566,3.2,0.5,9.0,6
6.9,0.24,0.4,15.4,0.052,198.0,0.9986,3.2,0.69,9.0,5
7.5,0.33,0.39,12.4,0.065,119.0,0.9974,3.16,0.39,9.0,5
7.6,0.38,0.2,3.4,0.046,116.0,0.9944,3.15,0.41,9.0,5
7.5,0.33,0.39,12.4,0.065,119.0,0.9974,3.16,0.39,9.0,5
7.1,0.12,0.32,9.6,0.054,162.0,0.9962,3.4,0.41,9.0,5
6.7,0.26,0.39,6.4,0.171,200.0,0.99562,3.19,0.38,9.0,6
6.8,0.29,0.5,13.3,0.053,194.0,0.9974,3.09,0.45,9.0,5
6.9,0.24,0.4,15.4,0.052,198.0,0.9986,3.2,0.69,9.0,5
6.6,0.45,0.43,7.2,0.064,186.0,0.9954,3.12,0.44,9.0,5
6.6,0.26,0.38,6.5,0.17,201.0,0.9956,3.19,0.38,9.0,6
6.9,0.41,0.33,10.1,0.043,152.0,0.9968,3.2,0.52,9.0,5
6.9,0.41,0.33,10.1,0.043,152.0,0.9968,3.2,0.52,9.0,5
6.4,0.27,0.32,4.5,0.24,174.0,0.9948,3.12,0.48,9.0,5
7.2,0.34,0.28,10.4,0.108,187.0,0.99738,2.96,0.57,9.0,5
8.5,0.3,0.28,3.1,0.054,174.0,0.99543,3.21,0.43,9.0,6
7.0,0.19,0.23,5.7,0.123,104.0,0.9954,3.04,0.54,9.0,6
6.5,0.28,0.27,5.2,0.04,179.0,0.9948,3.19,0.69,9.0,6
7.4,0.4,0.41,14.1,0.053,194.0,0.99886,3.2,0.63,9.0,6
6.9,0.25,0.3,4.1,0.054,116.0,0.994,2.99,0.38,9.0,6
7.0,0.19,0.23,5.7,0.123,104.0,0.9954,3.04,0.54,9.0,6
6.9,0.4,0.42,6.2,0.066,176.0,0.99552,3.12,0.54,9.0,5
5.7,0.18,0.22,4.2,0.042,111.0,0.994,3.35,0.39,9.0,5
6.9,0.4,0.43,6.2,0.065,178.0,0.99552,3.11,0.53,9.0,5
6.6,0.22,0.53,15.1,0.052,136.0,0.9986,2.94,0.35,9.0,5
6.8,0.26,0.44,8.2,0.046,183.0,0.99584,3.2,0.51,9.0,5
6.8,0.35,0.53,10.1,0.053,151.0,0.9963,3.07,0.4,9.0,5
6.8,0.35,0.53,10.1,0.053,151.0,0.9963,3.07,0.4,9.0,5
6.8,0.26,0.44,8.2,0.046,183.0,0.99584,3.2,0.51,9.0,5
6.6,0.24,0.3,13.0,0.052,143.0,0.99825,3.37,0.49,9.0,6
5.7,0.25,0.26,12.5,0.049,106.0,0.99691,3.08,0.45,9.0,6
6.0,0.25,0.28,7.7,0.053,132.0,0.99489,3.06,0.5,9.0,6
6.0,0.21,0.24,12.1,0.05,164.0,0.997,3.34,0.39,9.0,5
6.2,0.36,0.14,8.9,0.036,155.0,0.99622,3.27,0.5,9.0,5
6.8,0.3,0.24,6.6,0.123,116.0,0.9953,3.07,0.48,9.0,5
6.1,0.34,0.21,5.0,0.042,133.0,0.99373,3.02,0.53,9.0,5
6.1,0.34,0.21,5.0,0.042,133.0,0.99373,3.02,0.53,9.0,5
6.2,0.36,0.14,8.9,0.036,155.0,0.99622,3.27,0.5,9.0,5
4.9,0.235,0.27,11.75,0.03,118.0,0.9954,3.07,0.5,9.0,6
6.6,0.36,0.52,10.1,0.05,140.0,0.99628,3.07,0.4,9.0,5
6.4,0.23,0.26,8.1,0.054,181.0,0.9954,3.12,0.49,9.0,5
6.8,0.26,0.48,6.2,0.049,182.0,0.99582,3.21,0.45,9.0,6
6.4,0.32,0.5,10.7,0.047,206.0,0.9968,3.08,0.6,9.0,5
7.3,0.23,0.41,14.6,0.048,223.0,0.99863,3.16,0.71,9.0,6
7.3,0.23,0.41,14.6,0.048,223.0,0.99863,3.16,0.71,9.0,6
6.6,0.27,0.49,7.8,0.049,217.0,0.9959,3.17,0.45,9.0,6
6.0,0.32,0.3,7.3,0.174,159.0,0.99519,3.18,0.49,9.0,5
6.0,0.31,0.32,7.4,0.175,159.0,0.9952,3.19,0.5,9.0,6
6.8,0.29,0.5,13.3,0.053,194.0,0.9974,3.09,0.45,9.0,5
5.7,0.25,0.26,12.5,0.049,120.0,0.99691,3.08,0.45,9.0,6
7.1,0.12,0.32,9.6,0.054,162.0,0.9962,3.4,0.41,9.0,5
7.0,0.32,0.24,6.2,0.048,228.0,0.9957,3.23,0.62,9.0,6
7.0,0.32,0.24,6.2,0.048,228.0,0.9957,3.23,0.62,9.0,6
5.9,0.23,0.3,12.9,0.054,170.0,0.9972,3.28,0.39,9.0,5
6.0,0.25,0.28,7.7,0.053,132.0,0.99489,3.06,0.5,9.0,6
6.9,0.4,0.22,5.95,0.081,303.0,0.99705,3.4,0.57,9.0,5
6.8,0.3,0.24,6.6,0.123,116.0,0.9953,3.07,0.48,9.0,5
5.0,0.235,0.27,11.75,0.03,118.0,0.9954,3.07,0.5,9.0,6
7.1,0.18,0.32,12.2,0.048,125.0,0.9967,2.92,0.54,9.0,6
6.6,0.3,0.3,4.8,0.17,166.0,0.9946,3.18,0.47,9.0,5
7.0,0.39,0.31,5.3,0.169,162.0,0.9965,3.2,0.48,9.0,5
7.6,0.31,0.29,10.5,0.04,145.0,0.9966,3.04,0.35,9.0,5
8.2,0.4,0.48,13.7,0.042,169.0,0.9986,3.1,0.52,9.0,5
6.6,0.18,0.26,17.3,0.051,149.0,0.9984,3.0,0.43,9.0,6
6.6,0.18,0.26,17.3,0.051,149.0,0.9984,3.0,0.43,9.0,6
7.6,0.31,0.29,10.5,0.04,145.0,0.9966,3.04,0.35,9.0,5
8.2,0.38,0.49,13.6,0.042,166.0,0.99855,3.1,0.54,9.0,5
6.6,0.13,0.29,13.9,0.056,95.0,0.99702,3.17,0.39,9.0,6
7.4,0.32,0.27,12.9,0.04,221.0,0.99831,3.05,0.66,9.0,5
6.6,0.38,0.36,9.2,0.061,214.0,0.9976,3.31,0.56,9.0,5
6.6,0.38,0.36,9.2,0.061,214.0,0.9976,3.31,0.56,9.0,5
6.8,0.18,0.21,5.4,0.053,104.0,0.99445,3.3,0.43,9.0,5
6.6,0.2,0.14,4.4,0.184,168.0,0.99396,2.93,0.45,9.0,6
6.6,0.2,0.14,4.4,0.184,168.0,0.99396,2.93,0.45,9.0,6
6.6,0.28,0.42,8.2,0.044,196.0,0.99562,3.14,0.48,9.0,5
6.9,0.4,0.17,12.9,0.033,186.0,0.99754,3.08,0.49,9.0,5
6.6,0.28,0.42,8.2,0.044,196.0,0.99562,3.14,0.48,9.0,5
6.9,0.4,0.17,12.9,0.033,186.0,0.99754,3.08,0.49,9.0,5
6.9,0.4,0.17,12.9,0.033,186.0,0.99754,3.08,0.49,9.0,5
6.9,0.4,0.17,12.9,0.033,186.0,0.99754,3.08,0.49,9.0,5
6.6,0.28,0.41,7.0,0.046,194.0,0.99558,3.14,0.48,9.0,5
8.2,0.38,0.49,13.6,0.042,166.0,0.99855,3.1,0.54,9.0,5
